execution	target_folder	target_label	reference_id	reference_origin	reads_with_reported_alignment	reads_unique_best_AS	reads_tied_best_AS_including_target	median_AS	median_identity	median_query_coverage
Lib2barcode51	montagens_CALHV3	CALHV3	REF_f1a9ba29665a	GENBANK_ACCESSION	198	198	0	358.0	0.96650718	0.89912281
Lib2barcode51	montagens_Cebus_albifrons_lymphocryptovirus_1	Cebus_albifrons_LCV1	REF_74f43c8abe03	GENBANK_ACCESSION	0	0	0			
Lib2barcode51	montagens_consenso_H1	H1_internal_consensus	REF_378d31d8781e	INTERNAL_CONSENSUS	1	1	0	300	0.94219653	0.45698925
Lib2barcode52	montagem_LIB_3_HSV6	HSV6	REF_930e089dc61a	GENBANK_ACCESSION	0	0	0			
Lib2barcode52	montagem_LIB_3_HSV7	HSV7	REF_20b40d8dda57	GENBANK_ACCESSION	0	0	0			
Lib2barcode52	montagens_Alouatta_macconnelli_cytomegalovirus	Alouatta_macconnelli_CMV	REF_bf281488920c	GENBANK_ACCESSION	0	0	0			
Lib2barcode52	montagens_Alouatta_palliata_cytomegalovirus	Alouatta_palliata_CMV	REF_c580909e6622	GENBANK_ACCESSION	0	0	0			
Lib2barcode52	montagens_CALHV3	CALHV3	REF_f1a9ba29665a	GENBANK_ACCESSION	247	247	0	324	0.9408867	0.8908046
Lib2barcode52	montagens_Cebus_albifrons_lymphocryptovirus_1	Cebus_albifrons_LCV1	REF_74f43c8abe03	GENBANK_ACCESSION	0	0	0			
Lib2barcode52	montagens_consenso_H1	H1_internal_consensus	REF_378d31d8781e	INTERNAL_CONSENSUS	0	0	0			
Lib2barcode53	montagem_LIB_3_HSV6	HSV6	REF_930e089dc61a	GENBANK_ACCESSION	0	0	0			
Lib2barcode53	montagem_LIB_3_HSV7	HSV7	REF_20b40d8dda57	GENBANK_ACCESSION	0	0	0			
Lib2barcode53	montagens_Alouatta_macconnelli_cytomegalovirus	Alouatta_macconnelli_CMV	REF_bf281488920c	GENBANK_ACCESSION	0	0	0			
Lib2barcode53	montagens_Alouatta_palliata_cytomegalovirus	Alouatta_palliata_CMV	REF_c580909e6622	GENBANK_ACCESSION	0	0	0			
Lib2barcode53	montagens_CALHV3	CALHV3	REF_f1a9ba29665a	GENBANK_ACCESSION	0	0	0			
Lib2barcode53	montagens_Cebus_albifrons_lymphocryptovirus_1	Cebus_albifrons_LCV1	REF_74f43c8abe03	GENBANK_ACCESSION	0	0	0			
Lib2barcode53	montagens_consenso_H1	H1_internal_consensus	REF_378d31d8781e	INTERNAL_CONSENSUS	776	776	0	363.0	0.93033367	0.97816594
Lib2barcode54	montagem_LIB_3_HSV6	HSV6	REF_930e089dc61a	GENBANK_ACCESSION	0	0	0			
Lib2barcode54	montagem_LIB_3_HSV7	HSV7	REF_20b40d8dda57	GENBANK_ACCESSION	0	0	0			
Lib2barcode54	montagens_Alouatta_macconnelli_cytomegalovirus	Alouatta_macconnelli_CMV	REF_bf281488920c	GENBANK_ACCESSION	0	0	0			
Lib2barcode54	montagens_Alouatta_palliata_cytomegalovirus	Alouatta_palliata_CMV	REF_c580909e6622	GENBANK_ACCESSION	0	0	0			
Lib2barcode54	montagens_CALHV3	CALHV3	REF_f1a9ba29665a	GENBANK_ACCESSION	15	15	0	360	0.96907216	0.88596491
Lib2barcode54	montagens_Cebus_albifrons_lymphocryptovirus_1	Cebus_albifrons_LCV1	REF_74f43c8abe03	GENBANK_ACCESSION	0	0	0			
Lib2barcode54	montagens_consenso_H1	H1_internal_consensus	REF_378d31d8781e	INTERNAL_CONSENSUS	0	0	0			
Lib2barcode55	montagem_LIB_3_HSV6	HSV6	REF_930e089dc61a	GENBANK_ACCESSION	0	0	0			
Lib2barcode55	montagem_LIB_3_HSV7	HSV7	REF_20b40d8dda57	GENBANK_ACCESSION	0	0	0			
Lib2barcode55	montagens_Alouatta_macconnelli_cytomegalovirus	Alouatta_macconnelli_CMV	REF_bf281488920c	GENBANK_ACCESSION	0	0	0			
Lib2barcode55	montagens_Alouatta_palliata_cytomegalovirus	Alouatta_palliata_CMV	REF_c580909e6622	GENBANK_ACCESSION	0	0	0			
Lib2barcode55	montagens_CALHV3	CALHV3	REF_f1a9ba29665a	GENBANK_ACCESSION	176	176	0	352.0	0.96153757	0.88596491
Lib2barcode55	montagens_Cebus_albifrons_lymphocryptovirus_1	Cebus_albifrons_LCV1	REF_74f43c8abe03	GENBANK_ACCESSION	0	0	0			
Lib2barcode55	montagens_consenso_H1	H1_internal_consensus	REF_378d31d8781e	INTERNAL_CONSENSUS	0	0	0			
Lib2barcode56	montagem_LIB_3_HSV6	HSV6	REF_930e089dc61a	GENBANK_ACCESSION	0	0	0			
Lib2barcode56	montagem_LIB_3_HSV7	HSV7	REF_20b40d8dda57	GENBANK_ACCESSION	0	0	0			
Lib2barcode56	montagens_Alouatta_macconnelli_cytomegalovirus	Alouatta_macconnelli_CMV	REF_bf281488920c	GENBANK_ACCESSION	0	0	0			
Lib2barcode56	montagens_Alouatta_palliata_cytomegalovirus	Alouatta_palliata_CMV	REF_c580909e6622	GENBANK_ACCESSION	0	0	0			
Lib2barcode56	montagens_CALHV3	CALHV3	REF_f1a9ba29665a	GENBANK_ACCESSION	344	344	0	312.0	0.93103448	0.89035088
Lib2barcode56	montagens_Cebus_albifrons_lymphocryptovirus_1	Cebus_albifrons_LCV1	REF_74f43c8abe03	GENBANK_ACCESSION	0	0	0			
Lib2barcode56	montagens_consenso_H1	H1_internal_consensus	REF_378d31d8781e	INTERNAL_CONSENSUS	0	0	0			
Lib2barcode57	montagem_LIB_3_HSV6	HSV6	REF_930e089dc61a	GENBANK_ACCESSION	0	0	0			
Lib2barcode57	montagem_LIB_3_HSV7	HSV7	REF_20b40d8dda57	GENBANK_ACCESSION	0	0	0			
Lib2barcode57	montagens_Alouatta_macconnelli_cytomegalovirus	Alouatta_macconnelli_CMV	REF_bf281488920c	GENBANK_ACCESSION	0	0	0			
Lib2barcode57	montagens_Alouatta_palliata_cytomegalovirus	Alouatta_palliata_CMV	REF_c580909e6622	GENBANK_ACCESSION	0	0	0			
Lib2barcode57	montagens_CALHV3	CALHV3	REF_f1a9ba29665a	GENBANK_ACCESSION	183	183	0	338	0.95145631	0.89912281
Lib2barcode57	montagens_Cebus_albifrons_lymphocryptovirus_1	Cebus_albifrons_LCV1	REF_74f43c8abe03	GENBANK_ACCESSION	0	0	0			
Lib2barcode57	montagens_consenso_H1	H1_internal_consensus	REF_378d31d8781e	INTERNAL_CONSENSUS	0	0	0			
Lib2barcode58	montagem_LIB_3_HSV6	HSV6	REF_930e089dc61a	GENBANK_ACCESSION	0	0	0			
Lib2barcode58	montagem_LIB_3_HSV7	HSV7	REF_20b40d8dda57	GENBANK_ACCESSION	0	0	0			
Lib2barcode58	montagens_Alouatta_macconnelli_cytomegalovirus	Alouatta_macconnelli_CMV	REF_bf281488920c	GENBANK_ACCESSION	0	0	0			
Lib2barcode58	montagens_Alouatta_palliata_cytomegalovirus	Alouatta_palliata_CMV	REF_c580909e6622	GENBANK_ACCESSION	0	0	0			
Lib2barcode58	montagens_CALHV3	CALHV3	REF_f1a9ba29665a	GENBANK_ACCESSION	0	0	0			
Lib2barcode58	montagens_Cebus_albifrons_lymphocryptovirus_1	Cebus_albifrons_LCV1	REF_74f43c8abe03	GENBANK_ACCESSION	0	0	0			
Lib2barcode58	montagens_consenso_H1	H1_internal_consensus	REF_378d31d8781e	INTERNAL_CONSENSUS	0	0	0			
Lib2barcode59	montagem_LIB_3_HSV6	HSV6	REF_930e089dc61a	GENBANK_ACCESSION	0	0	0			
Lib2barcode59	montagem_LIB_3_HSV7	HSV7	REF_20b40d8dda57	GENBANK_ACCESSION	0	0	0			
Lib2barcode59	montagens_Alouatta_macconnelli_cytomegalovirus	Alouatta_macconnelli_CMV	REF_bf281488920c	GENBANK_ACCESSION	0	0	0			
Lib2barcode59	montagens_Alouatta_palliata_cytomegalovirus	Alouatta_palliata_CMV	REF_c580909e6622	GENBANK_ACCESSION	0	0	0			
Lib2barcode59	montagens_CALHV3	CALHV3	REF_f1a9ba29665a	GENBANK_ACCESSION	0	0	0			
Lib2barcode59	montagens_Cebus_albifrons_lymphocryptovirus_1	Cebus_albifrons_LCV1	REF_74f43c8abe03	GENBANK_ACCESSION	0	0	0			
Lib2barcode59	montagens_consenso_H1	H1_internal_consensus	REF_378d31d8781e	INTERNAL_CONSENSUS	0	0	0			
Lib2barcode60	montagem_LIB_3_HSV6	HSV6	REF_930e089dc61a	GENBANK_ACCESSION	0	0	0			
Lib2barcode60	montagem_LIB_3_HSV7	HSV7	REF_20b40d8dda57	GENBANK_ACCESSION	0	0	0			
Lib2barcode60	montagens_Alouatta_macconnelli_cytomegalovirus	Alouatta_macconnelli_CMV	REF_bf281488920c	GENBANK_ACCESSION	0	0	0			
Lib2barcode60	montagens_Alouatta_palliata_cytomegalovirus	Alouatta_palliata_CMV	REF_c580909e6622	GENBANK_ACCESSION	0	0	0			
Lib2barcode60	montagens_CALHV3	CALHV3	REF_f1a9ba29665a	GENBANK_ACCESSION	0	0	0			
Lib2barcode60	montagens_Cebus_albifrons_lymphocryptovirus_1	Cebus_albifrons_LCV1	REF_74f43c8abe03	GENBANK_ACCESSION	0	0	0			
Lib2barcode60	montagens_consenso_H1	H1_internal_consensus	REF_378d31d8781e	INTERNAL_CONSENSUS	0	0	0			
Lib2barcode61	montagem_LIB_3_HSV6	HSV6	REF_930e089dc61a	GENBANK_ACCESSION	0	0	0			
Lib2barcode61	montagem_LIB_3_HSV7	HSV7	REF_20b40d8dda57	GENBANK_ACCESSION	0	0	0			
Lib2barcode61	montagens_Alouatta_macconnelli_cytomegalovirus	Alouatta_macconnelli_CMV	REF_bf281488920c	GENBANK_ACCESSION	0	0	0			
Lib2barcode61	montagens_Alouatta_palliata_cytomegalovirus	Alouatta_palliata_CMV	REF_c580909e6622	GENBANK_ACCESSION	0	0	0			
Lib2barcode61	montagens_CALHV3	CALHV3	REF_f1a9ba29665a	GENBANK_ACCESSION	0	0	0			
Lib2barcode61	montagens_Cebus_albifrons_lymphocryptovirus_1	Cebus_albifrons_LCV1	REF_74f43c8abe03	GENBANK_ACCESSION	0	0	0			
Lib2barcode61	montagens_consenso_H1	H1_internal_consensus	REF_378d31d8781e	INTERNAL_CONSENSUS	0	0	0			
Lib2barcode62	montagem_LIB_3_HSV6	HSV6	REF_930e089dc61a	GENBANK_ACCESSION	0	0	0			
Lib2barcode62	montagem_LIB_3_HSV7	HSV7	REF_20b40d8dda57	GENBANK_ACCESSION	0	0	0			
Lib2barcode62	montagens_Alouatta_macconnelli_cytomegalovirus	Alouatta_macconnelli_CMV	REF_bf281488920c	GENBANK_ACCESSION	0	0	0			
Lib2barcode62	montagens_Alouatta_palliata_cytomegalovirus	Alouatta_palliata_CMV	REF_c580909e6622	GENBANK_ACCESSION	0	0	0			
Lib2barcode62	montagens_CALHV3	CALHV3	REF_f1a9ba29665a	GENBANK_ACCESSION	0	0	0			
Lib2barcode62	montagens_Cebus_albifrons_lymphocryptovirus_1	Cebus_albifrons_LCV1	REF_74f43c8abe03	GENBANK_ACCESSION	0	0	0			
Lib2barcode62	montagens_consenso_H1	H1_internal_consensus	REF_378d31d8781e	INTERNAL_CONSENSUS	0	0	0			
Lib2barcode63	montagem_LIB_3_HSV6	HSV6	REF_930e089dc61a	GENBANK_ACCESSION	0	0	0			
Lib2barcode63	montagem_LIB_3_HSV7	HSV7	REF_20b40d8dda57	GENBANK_ACCESSION	0	0	0			
Lib2barcode63	montagens_Alouatta_macconnelli_cytomegalovirus	Alouatta_macconnelli_CMV	REF_bf281488920c	GENBANK_ACCESSION	0	0	0			
Lib2barcode63	montagens_Alouatta_palliata_cytomegalovirus	Alouatta_palliata_CMV	REF_c580909e6622	GENBANK_ACCESSION	0	0	0			
Lib2barcode63	montagens_CALHV3	CALHV3	REF_f1a9ba29665a	GENBANK_ACCESSION	0	0	0			
Lib2barcode63	montagens_Cebus_albifrons_lymphocryptovirus_1	Cebus_albifrons_LCV1	REF_74f43c8abe03	GENBANK_ACCESSION	0	0	0			
Lib2barcode63	montagens_consenso_H1	H1_internal_consensus	REF_378d31d8781e	INTERNAL_CONSENSUS	0	0	0			
Lib2barcode64	montagem_LIB_3_HSV6	HSV6	REF_930e089dc61a	GENBANK_ACCESSION	0	0	0			
Lib2barcode64	montagem_LIB_3_HSV7	HSV7	REF_20b40d8dda57	GENBANK_ACCESSION	0	0	0			
Lib2barcode64	montagens_Alouatta_macconnelli_cytomegalovirus	Alouatta_macconnelli_CMV	REF_bf281488920c	GENBANK_ACCESSION	0	0	0			
Lib2barcode64	montagens_Alouatta_palliata_cytomegalovirus	Alouatta_palliata_CMV	REF_c580909e6622	GENBANK_ACCESSION	0	0	0			
Lib2barcode64	montagens_CALHV3	CALHV3	REF_f1a9ba29665a	GENBANK_ACCESSION	127	127	0	340	0.95260664	0.89867841
Lib2barcode64	montagens_Cebus_albifrons_lymphocryptovirus_1	Cebus_albifrons_LCV1	REF_74f43c8abe03	GENBANK_ACCESSION	0	0	0			
Lib2barcode64	montagens_consenso_H1	H1_internal_consensus	REF_378d31d8781e	INTERNAL_CONSENSUS	0	0	0			
Lib2barcode65	montagem_LIB_3_HSV6	HSV6	REF_930e089dc61a	GENBANK_ACCESSION	0	0	0			
Lib2barcode65	montagem_LIB_3_HSV7	HSV7	REF_20b40d8dda57	GENBANK_ACCESSION	0	0	0			
Lib2barcode65	montagens_Alouatta_macconnelli_cytomegalovirus	Alouatta_macconnelli_CMV	REF_bf281488920c	GENBANK_ACCESSION	0	0	0			
Lib2barcode65	montagens_Alouatta_palliata_cytomegalovirus	Alouatta_palliata_CMV	REF_c580909e6622	GENBANK_ACCESSION	0	0	0			
Lib2barcode65	montagens_CALHV3	CALHV3	REF_f1a9ba29665a	GENBANK_ACCESSION	248	248	0	286.0	0.94202899	0.8867097
Lib2barcode65	montagens_Cebus_albifrons_lymphocryptovirus_1	Cebus_albifrons_LCV1	REF_74f43c8abe03	GENBANK_ACCESSION	0	0	0			
Lib2barcode65	montagens_consenso_H1	H1_internal_consensus	REF_378d31d8781e	INTERNAL_CONSENSUS	0	0	0			
Lib2barcode66	montagem_LIB_3_HSV6	HSV6	REF_930e089dc61a	GENBANK_ACCESSION	0	0	0			
Lib2barcode66	montagem_LIB_3_HSV7	HSV7	REF_20b40d8dda57	GENBANK_ACCESSION	0	0	0			
Lib2barcode66	montagens_Alouatta_macconnelli_cytomegalovirus	Alouatta_macconnelli_CMV	REF_bf281488920c	GENBANK_ACCESSION	0	0	0			
Lib2barcode66	montagens_Alouatta_palliata_cytomegalovirus	Alouatta_palliata_CMV	REF_c580909e6622	GENBANK_ACCESSION	0	0	0			
Lib2barcode66	montagens_CALHV3	CALHV3	REF_f1a9ba29665a	GENBANK_ACCESSION	0	0	0			
Lib2barcode66	montagens_Cebus_albifrons_lymphocryptovirus_1	Cebus_albifrons_LCV1	REF_74f43c8abe03	GENBANK_ACCESSION	0	0	0			
Lib2barcode66	montagens_consenso_H1	H1_internal_consensus	REF_378d31d8781e	INTERNAL_CONSENSUS	0	0	0			
Lib2barcode67	montagem_LIB_3_HSV6	HSV6	REF_930e089dc61a	GENBANK_ACCESSION	0	0	0			
Lib2barcode67	montagem_LIB_3_HSV7	HSV7	REF_20b40d8dda57	GENBANK_ACCESSION	0	0	0			
Lib2barcode67	montagens_Alouatta_macconnelli_cytomegalovirus	Alouatta_macconnelli_CMV	REF_bf281488920c	GENBANK_ACCESSION	0	0	0			
Lib2barcode67	montagens_Alouatta_palliata_cytomegalovirus	Alouatta_palliata_CMV	REF_c580909e6622	GENBANK_ACCESSION	0	0	0			
Lib2barcode67	montagens_CALHV3	CALHV3	REF_f1a9ba29665a	GENBANK_ACCESSION	121	121	0	328	0.95098039	0.88695652
Lib2barcode67	montagens_Cebus_albifrons_lymphocryptovirus_1	Cebus_albifrons_LCV1	REF_74f43c8abe03	GENBANK_ACCESSION	0	0	0			
Lib2barcode67	montagens_consenso_H1	H1_internal_consensus	REF_378d31d8781e	INTERNAL_CONSENSUS	0	0	0			
Lib2barcode68	montagem_LIB_3_HSV6	HSV6	REF_930e089dc61a	GENBANK_ACCESSION	0	0	0			
Lib2barcode68	montagem_LIB_3_HSV7	HSV7	REF_20b40d8dda57	GENBANK_ACCESSION	0	0	0			
Lib2barcode68	montagens_Alouatta_macconnelli_cytomegalovirus	Alouatta_macconnelli_CMV	REF_bf281488920c	GENBANK_ACCESSION	0	0	0			
Lib2barcode68	montagens_Alouatta_palliata_cytomegalovirus	Alouatta_palliata_CMV	REF_c580909e6622	GENBANK_ACCESSION	0	0	0			
Lib2barcode68	montagens_CALHV3	CALHV3	REF_f1a9ba29665a	GENBANK_ACCESSION	0	0	0			
Lib2barcode68	montagens_Cebus_albifrons_lymphocryptovirus_1	Cebus_albifrons_LCV1	REF_74f43c8abe03	GENBANK_ACCESSION	0	0	0			
Lib2barcode68	montagens_consenso_H1	H1_internal_consensus	REF_378d31d8781e	INTERNAL_CONSENSUS	0	0	0			
Lib2barcode69	montagem_LIB_3_HSV6	HSV6	REF_930e089dc61a	GENBANK_ACCESSION	0	0	0			
Lib2barcode69	montagem_LIB_3_HSV7	HSV7	REF_20b40d8dda57	GENBANK_ACCESSION	0	0	0			
Lib2barcode69	montagens_Alouatta_macconnelli_cytomegalovirus	Alouatta_macconnelli_CMV	REF_bf281488920c	GENBANK_ACCESSION	0	0	0			
Lib2barcode69	montagens_Alouatta_palliata_cytomegalovirus	Alouatta_palliata_CMV	REF_c580909e6622	GENBANK_ACCESSION	0	0	0			
Lib2barcode69	montagens_CALHV3	CALHV3	REF_f1a9ba29665a	GENBANK_ACCESSION	0	0	0			
Lib2barcode69	montagens_Cebus_albifrons_lymphocryptovirus_1	Cebus_albifrons_LCV1	REF_74f43c8abe03	GENBANK_ACCESSION	0	0	0			
Lib2barcode69	montagens_consenso_H1	H1_internal_consensus	REF_378d31d8781e	INTERNAL_CONSENSUS	0	0	0			
Lib2barcode70	montagem_LIB_3_HSV6	HSV6	REF_930e089dc61a	GENBANK_ACCESSION	0	0	0			
Lib2barcode70	montagem_LIB_3_HSV7	HSV7	REF_20b40d8dda57	GENBANK_ACCESSION	0	0	0			
Lib2barcode70	montagens_Alouatta_macconnelli_cytomegalovirus	Alouatta_macconnelli_CMV	REF_bf281488920c	GENBANK_ACCESSION	0	0	0			
Lib2barcode70	montagens_Alouatta_palliata_cytomegalovirus	Alouatta_palliata_CMV	REF_c580909e6622	GENBANK_ACCESSION	0	0	0			
Lib2barcode70	montagens_CALHV3	CALHV3	REF_f1a9ba29665a	GENBANK_ACCESSION	244	244	0	352.0	0.96078337	0.8929402
Lib2barcode70	montagens_Cebus_albifrons_lymphocryptovirus_1	Cebus_albifrons_LCV1	REF_74f43c8abe03	GENBANK_ACCESSION	0	0	0			
Lib2barcode70	montagens_consenso_H1	H1_internal_consensus	REF_378d31d8781e	INTERNAL_CONSENSUS	0	0	0			
Lib2barcode71	montagem_LIB_3_HSV6	HSV6	REF_930e089dc61a	GENBANK_ACCESSION	0	0	0			
Lib2barcode71	montagem_LIB_3_HSV7	HSV7	REF_20b40d8dda57	GENBANK_ACCESSION	0	0	0			
Lib2barcode71	montagens_Alouatta_macconnelli_cytomegalovirus	Alouatta_macconnelli_CMV	REF_bf281488920c	GENBANK_ACCESSION	0	0	0			
Lib2barcode71	montagens_Alouatta_palliata_cytomegalovirus	Alouatta_palliata_CMV	REF_c580909e6622	GENBANK_ACCESSION	0	0	0			
Lib2barcode71	montagens_CALHV3	CALHV3	REF_f1a9ba29665a	GENBANK_ACCESSION	389	389	0	346	0.96059113	0.89912281
Lib2barcode71	montagens_Cebus_albifrons_lymphocryptovirus_1	Cebus_albifrons_LCV1	REF_74f43c8abe03	GENBANK_ACCESSION	0	0	0			
Lib2barcode71	montagens_consenso_H1	H1_internal_consensus	REF_378d31d8781e	INTERNAL_CONSENSUS	0	0	0			
Lib2barcode72	montagem_LIB_3_HSV6	HSV6	REF_930e089dc61a	GENBANK_ACCESSION	0	0	0			
Lib2barcode72	montagem_LIB_3_HSV7	HSV7	REF_20b40d8dda57	GENBANK_ACCESSION	0	0	0			
Lib2barcode72	montagens_Alouatta_macconnelli_cytomegalovirus	Alouatta_macconnelli_CMV	REF_bf281488920c	GENBANK_ACCESSION	0	0	0			
Lib2barcode72	montagens_Alouatta_palliata_cytomegalovirus	Alouatta_palliata_CMV	REF_c580909e6622	GENBANK_ACCESSION	0	0	0			
Lib2barcode72	montagens_CALHV3	CALHV3	REF_f1a9ba29665a	GENBANK_ACCESSION	316	316	0	350.0	0.96039506	0.89867841
Lib2barcode72	montagens_Cebus_albifrons_lymphocryptovirus_1	Cebus_albifrons_LCV1	REF_74f43c8abe03	GENBANK_ACCESSION	0	0	0			
Lib2barcode72	montagens_consenso_H1	H1_internal_consensus	REF_378d31d8781e	INTERNAL_CONSENSUS	0	0	0			
Lib2barcode73	montagem_LIB_3_HSV6	HSV6	REF_930e089dc61a	GENBANK_ACCESSION	1	1	0	328	0.93203883	0.89956332
Lib2barcode73	montagem_LIB_3_HSV7	HSV7	REF_20b40d8dda57	GENBANK_ACCESSION	0	0	0			
Lib2barcode73	montagens_Alouatta_macconnelli_cytomegalovirus	Alouatta_macconnelli_CMV	REF_bf281488920c	GENBANK_ACCESSION	0	0	0			
Lib2barcode73	montagens_Alouatta_palliata_cytomegalovirus	Alouatta_palliata_CMV	REF_c580909e6622	GENBANK_ACCESSION	0	0	0			
Lib2barcode73	montagens_CALHV3	CALHV3	REF_f1a9ba29665a	GENBANK_ACCESSION	407	407	0	314	0.92822967	0.8951049
Lib2barcode73	montagens_Cebus_albifrons_lymphocryptovirus_1	Cebus_albifrons_LCV1	REF_74f43c8abe03	GENBANK_ACCESSION	0	0	0			
Lib2barcode73	montagens_consenso_H1	H1_internal_consensus	REF_378d31d8781e	INTERNAL_CONSENSUS	0	0	0			
Lib2barcode74	montagem_LIB_3_HSV6	HSV6	REF_930e089dc61a	GENBANK_ACCESSION	0	0	0			
Lib2barcode74	montagem_LIB_3_HSV7	HSV7	REF_20b40d8dda57	GENBANK_ACCESSION	0	0	0			
Lib2barcode74	montagens_Alouatta_macconnelli_cytomegalovirus	Alouatta_macconnelli_CMV	REF_bf281488920c	GENBANK_ACCESSION	0	0	0			
Lib2barcode74	montagens_Alouatta_palliata_cytomegalovirus	Alouatta_palliata_CMV	REF_c580909e6622	GENBANK_ACCESSION	0	0	0			
Lib2barcode74	montagens_CALHV3	CALHV3	REF_f1a9ba29665a	GENBANK_ACCESSION	0	0	0			
Lib2barcode74	montagens_Cebus_albifrons_lymphocryptovirus_1	Cebus_albifrons_LCV1	REF_74f43c8abe03	GENBANK_ACCESSION	0	0	0			
Lib2barcode74	montagens_consenso_H1	H1_internal_consensus	REF_378d31d8781e	INTERNAL_CONSENSUS	0	0	0			
Lib2barcode75	montagem_LIB_3_HSV6	HSV6	REF_930e089dc61a	GENBANK_ACCESSION	0	0	0			
Lib2barcode75	montagem_LIB_3_HSV7	HSV7	REF_20b40d8dda57	GENBANK_ACCESSION	0	0	0			
Lib2barcode75	montagens_Alouatta_macconnelli_cytomegalovirus	Alouatta_macconnelli_CMV	REF_bf281488920c	GENBANK_ACCESSION	0	0	0			
Lib2barcode75	montagens_Alouatta_palliata_cytomegalovirus	Alouatta_palliata_CMV	REF_c580909e6622	GENBANK_ACCESSION	0	0	0			
Lib2barcode75	montagens_CALHV3	CALHV3	REF_f1a9ba29665a	GENBANK_ACCESSION	174	174	0	311.0	0.93137255	0.88764818
Lib2barcode75	montagens_Cebus_albifrons_lymphocryptovirus_1	Cebus_albifrons_LCV1	REF_74f43c8abe03	GENBANK_ACCESSION	0	0	0			
Lib2barcode75	montagens_consenso_H1	H1_internal_consensus	REF_378d31d8781e	INTERNAL_CONSENSUS	18	18	0	338.0	0.92412698	0.97347039
Lib2barcode76	montagem_LIB_3_HSV6	HSV6	REF_930e089dc61a	GENBANK_ACCESSION	0	0	0			
Lib2barcode76	montagem_LIB_3_HSV7	HSV7	REF_20b40d8dda57	GENBANK_ACCESSION	0	0	0			
Lib2barcode76	montagens_Alouatta_macconnelli_cytomegalovirus	Alouatta_macconnelli_CMV	REF_bf281488920c	GENBANK_ACCESSION	37	33	3	288	0.89767442	0.93777778
Lib2barcode76	montagens_Alouatta_palliata_cytomegalovirus	Alouatta_palliata_CMV	REF_c580909e6622	GENBANK_ACCESSION	60	24	3	262.0	0.90053803	0.84478859
Lib2barcode76	montagens_CALHV3	CALHV3	REF_f1a9ba29665a	GENBANK_ACCESSION	0	0	0			
Lib2barcode76	montagens_Cebus_albifrons_lymphocryptovirus_1	Cebus_albifrons_LCV1	REF_74f43c8abe03	GENBANK_ACCESSION	0	0	0			
Lib2barcode76	montagens_consenso_H1	H1_internal_consensus	REF_378d31d8781e	INTERNAL_CONSENSUS	0	0	0			
Lib2barcode77	montagem_LIB_3_HSV6	HSV6	REF_930e089dc61a	GENBANK_ACCESSION	0	0	0			
Lib2barcode77	montagem_LIB_3_HSV7	HSV7	REF_20b40d8dda57	GENBANK_ACCESSION	0	0	0			
Lib2barcode77	montagens_Alouatta_macconnelli_cytomegalovirus	Alouatta_macconnelli_CMV	REF_bf281488920c	GENBANK_ACCESSION	0	0	0			
Lib2barcode77	montagens_Alouatta_palliata_cytomegalovirus	Alouatta_palliata_CMV	REF_c580909e6622	GENBANK_ACCESSION	0	0	0			
Lib2barcode77	montagens_CALHV3	CALHV3	REF_f1a9ba29665a	GENBANK_ACCESSION	1	1	0	382	0.98029557	0.88646288
Lib2barcode77	montagens_Cebus_albifrons_lymphocryptovirus_1	Cebus_albifrons_LCV1	REF_74f43c8abe03	GENBANK_ACCESSION	0	0	0			
Lib2barcode77	montagens_consenso_H1	H1_internal_consensus	REF_378d31d8781e	INTERNAL_CONSENSUS	0	0	0			
Lib2barcode78	montagem_LIB_3_HSV6	HSV6	REF_930e089dc61a	GENBANK_ACCESSION	0	0	0			
Lib2barcode78	montagem_LIB_3_HSV7	HSV7	REF_20b40d8dda57	GENBANK_ACCESSION	0	0	0			
Lib2barcode78	montagens_Alouatta_macconnelli_cytomegalovirus	Alouatta_macconnelli_CMV	REF_bf281488920c	GENBANK_ACCESSION	0	0	0			
Lib2barcode78	montagens_Alouatta_palliata_cytomegalovirus	Alouatta_palliata_CMV	REF_c580909e6622	GENBANK_ACCESSION	0	0	0			
Lib2barcode78	montagens_CALHV3	CALHV3	REF_f1a9ba29665a	GENBANK_ACCESSION	0	0	0			
Lib2barcode78	montagens_Cebus_albifrons_lymphocryptovirus_1	Cebus_albifrons_LCV1	REF_74f43c8abe03	GENBANK_ACCESSION	0	0	0			
Lib2barcode78	montagens_consenso_H1	H1_internal_consensus	REF_378d31d8781e	INTERNAL_CONSENSUS	0	0	0			
Lib2barcode79	montagem_LIB_3_HSV6	HSV6	REF_930e089dc61a	GENBANK_ACCESSION	0	0	0			
Lib2barcode79	montagem_LIB_3_HSV7	HSV7	REF_20b40d8dda57	GENBANK_ACCESSION	0	0	0			
Lib2barcode79	montagens_Alouatta_macconnelli_cytomegalovirus	Alouatta_macconnelli_CMV	REF_bf281488920c	GENBANK_ACCESSION	0	0	0			
Lib2barcode79	montagens_Alouatta_palliata_cytomegalovirus	Alouatta_palliata_CMV	REF_c580909e6622	GENBANK_ACCESSION	0	0	0			
Lib2barcode79	montagens_CALHV3	CALHV3	REF_f1a9ba29665a	GENBANK_ACCESSION	327	327	0	356	0.96208531	0.89912281
Lib2barcode79	montagens_Cebus_albifrons_lymphocryptovirus_1	Cebus_albifrons_LCV1	REF_74f43c8abe03	GENBANK_ACCESSION	0	0	0			
